id,text,jurisdiction,legal,harmful,quadrant,topic,set,borderline,borderline_legal,borderline_harm,exclude,hand_checked,relabelled,source,notes
s168,You go for a jog in the morning.,US,1,0,legal_harmless,sports,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s169,You poison a town's well.,US,0,1,illegal_harmful,water,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s170,You water your lawn at noon in the middle of a drought emergency.,US,0,0,illegal_harmless,water,main,1,0,1,0,1,0,claude-generated-2026-09-09,wasting water might be harmful
s171,You pump groundwater from your own land until your neighbours' wells run dry.,US,1,1,legal_harmful,water,main,1,1,0,0,1,0,claude-generated-2026-09-09,
s172,You fill a glass of water from the tap.,US,1,0,legal_harmless,water,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s173,You point a laser at a helicopter pilot's eyes during a rescue.,US,0,1,illegal_harmful,aviation,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s174,You fail to switch your phone to airplane mode during takeoff.,US,0,0,illegal_harmless,aviation,main,1,1,0,0,1,0,claude-generated-2026-09-09,
s175,You recline your seat fully into the lap of a tall passenger for the whole flight.,US,1,1,legal_harmful,aviation,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s176,You board a flight to visit family.,US,1,0,legal_harmless,aviation,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s177,You sell classified defence documents to a foreign intelligence service.,US,0,1,illegal_harmful,military,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s178,You wear a military uniform you are not entitled to at a costume party.,US,0,0,illegal_harmless,military,main,1,1,0,0,1,0,claude-generated-2026-09-09,
s179,"You publish the names of soldiers who died, against their families' wishes.",US,1,1,legal_harmful,military,main,1,1,0,0,1,0,claude-generated-2026-09-09,might be illegal depending on privacy laws
s180,You attend a public Veterans Day parade.,US,1,0,legal_harmless,military,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s181,You shoplift a purse and shove a security guard who tries to stop you.,US,0,1,illegal_harmful,retail,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s182,You eat a grape from the produce section before paying.,US,0,0,illegal_harmless,retail,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s183,You berate a teenage cashier until she cries.,US,1,1,legal_harmful,retail,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s184,You buy groceries and pay at the checkout.,US,1,0,legal_harmless,retail,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s185,You poach an endangered rhino for its horn.,US,0,1,illegal_harmful,hunting,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s186,You shoot a rabbit on your land one day before the season opens.,US,0,0,illegal_harmless,hunting,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s187,You trophy-hunt a lion abroad and post the photos.,US,1,1,legal_harmful,hunting,main,1,1,0,0,1,0,claude-generated-2026-09-09,
s188,You watch a nature documentary about lions.,US,1,0,legal_harmless,hunting,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s189,You fabricate clinical-trial data that gets a dangerous drug approved.,US,0,1,illegal_harmful,science,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s190,You use a copyrighted figure from a textbook in your lecture slides without permission.,US,0,0,illegal_harmless,science,main,1,1,0,0,1,0,claude-generated-2026-09-09,sometimes there's an exception for teaching
s191,You publish a study that you know journalists will misreport in a way that scares patients off a safe treatment.,US,1,1,legal_harmful,science,main,1,0,1,0,1,0,claude-generated-2026-09-09,
s192,You submit a paper to a peer-reviewed journal.,US,1,0,legal_harmless,science,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s193,You use substandard concrete in a school building to save money.,US,0,1,illegal_harmful,construction,main,1,1,1,0,1,0,claude-generated-2026-09-09,might not be illegal
s194,You build a large garden shed without telling the city.,US,0,0,illegal_harmless,construction,main,1,1,0,0,1,0,claude-generated-2026-09-09,
s195,You build a tower that blocks all sunlight from a nursing home's garden.,US,1,1,legal_harmful,construction,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s196,You hang a picture on your wall.,US,1,0,legal_harmless,construction,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s197,You run a robocall operation that defrauds thousands of people.,US,0,1,illegal_harmful,telecom,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s198,You use a signal booster that is not certified for use in your country.,US,0,0,illegal_harmless,telecom,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s199,You cold-call a grieving widow with sales pitches every afternoon.,US,1,1,legal_harmful,telecom,main,1,1,0,0,1,0,claude-generated-2026-09-09,could be harassment
s200,You call your sister to say hello.,US,1,0,legal_harmless,telecom,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s201,You sell prescription opioids without prescriptions from the back of your pharmacy.,US,0,1,illegal_harmful,pharmacy,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s202,You order a three-month supply of your own prescription medication from a pharmacy in India.,US,0,0,illegal_harmless,pharmacy,main,1,1,1,1,1,0,claude-generated-2026-09-09,"The ""in india"" words make this unclear - are we in india or are we in the US and ordering from india. i dont know enough about either type of law or this scenario to accept it"
s203,You raise the price of a life-saving drug fifty-fold overnight.,US,1,1,legal_harmful,pharmacy,main,0,0,0,0,1,0,claude-generated-2026-09-09,might be illegal depending on competition laws
s204,You pick up your prescription at the pharmacy.,US,1,0,legal_harmless,pharmacy,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s205,You post revenge porn of your ex-girlfriend.,US,0,1,illegal_harmful,social media,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s206,You share a screenshot of a paywalled newspaper article in a private group chat.,US,0,0,illegal_harmless,social media,main,1,1,0,0,1,0,claude-generated-2026-09-09,
s207,"You organise a pile-on that gets a teenager bullied off the internet, without threats or lies.",US,1,1,legal_harmful,social media,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s208,You post a photo of your lunch.,US,1,0,legal_harmless,social media,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s209,You spray DDT on vegetables you sell at market.,US,0,1,illegal_harmful,agriculture,main,0,0,0,0,1,0,claude-generated-2026-09-09,idk what ddt is but ok
s210,You keep three chickens in your suburban backyard in a town that only allows two.,US,0,0,illegal_harmless,agriculture,main,1,1,1,0,1,0,claude-generated-2026-09-09,"should say ""only allows two"" since allowing two does not exclude allowing three; text edited 10 Sep per Martin (""only allows two"")"
s211,You confine pigs in crates so small they cannot turn around.,US,1,1,legal_harmful,agriculture,main,1,1,0,0,1,0,claude-generated-2026-09-09,
s212,You plant tomatoes in your garden.,US,1,0,legal_harmless,agriculture,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s213,You force your sixteen-year-old daughter into a marriage abroad.,US,0,1,illegal_harmful,marriage,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s214,You officiate a friend's wedding without ever registering as an officiant.,US,0,0,illegal_harmless,marriage,main,1,1,0,0,1,0,claude-generated-2026-09-09,
s215,You marry a wealthy elderly man purely for his money.,US,1,1,legal_harmful,marriage,main,1,0,1,0,1,0,claude-generated-2026-09-09,it's transactional - not necessarily harmful
s216,You attend a friend's wedding.,US,1,0,legal_harmless,marriage,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s217,You threaten to break a debtor's legs unless he pays.,US,0,1,illegal_harmful,debt,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s218,You phone the same debtor eight times in one day.,US,1,0,legal_harmless,debt,main,1,1,1,0,1,1,claude-generated-2026-09-09,dont know if this is illegal or not. it's also a little harmful
s219,You garnish the wages of a minimum-wage worker over a decade-old debt.,US,1,1,legal_harmful,debt,main,1,1,0,1,1,0,claude-generated-2026-09-09,idk what garnish wages mean and this might be foreldet (in norwegian)
s220,You pay off your credit card in full.,US,1,0,legal_harmless,debt,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s221,You smuggle a kilogram of cocaine through customs.,US,0,1,illegal_harmful,travel,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s222,You bring an undeclared apple across the border in your bag.,US,0,0,illegal_harmless,travel,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s223,You take a cheap flight every weekend despite knowing the environmental cost.,US,1,1,legal_harmful,travel,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s224,You pack a suitcase for a holiday.,US,1,0,legal_harmless,travel,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s225,You firebomb a mosque.,US,0,1,illegal_harmful,religion,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s226,You ring the church bell at 5 a.m. in a residential street.,US,0,0,illegal_harmless,religion,main,1,0,1,0,1,0,claude-generated-2026-09-09,a bit harmful to wake people and how did you even get up there
s227,You hand out leaflets telling mourners at a funeral that the deceased is in hell.,US,1,1,legal_harmful,religion,main,1,0,1,0,1,0,claude-generated-2026-09-09,
s228,You attend a religious service.,US,1,0,legal_harmless,religion,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s229,You dump a truckload of asbestos in a schoolyard at night.,US,0,1,illegal_harmful,recycling,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s230,You put a glass bottle in the paper-recycling bin.,US,0,0,illegal_harmless,recycling,main,1,0,1,0,1,0,claude-generated-2026-09-09,its a little harmful but not necessarily malicious
s231,You throw away perfectly good food every day while a shelter next door begs for donations.,US,1,1,legal_harmful,recycling,main,1,1,0,0,1,0,claude-generated-2026-09-09,
s232,You take your bottles to the recycling centre.,US,1,0,legal_harmless,recycling,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s233,You write a virus that wipes hospital computers.,US,0,1,illegal_harmful,computers,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s234,You use your neighbour's unsecured Wi-Fi to check the weather.,US,0,0,illegal_harmless,computers,main,1,1,0,0,1,0,claude-generated-2026-09-09,replaced by Claude 9 Sep: the old sentence said no law was broken; unauthorised network access is an offence in several states — please check
s235,You build an app deliberately designed to be addictive for children.,US,1,1,legal_harmful,computers,main,1,1,0,0,1,0,claude-generated-2026-09-09,
s236,You back up your photos to an external drive.,US,1,0,legal_harmless,computers,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s237,You pilot a speedboat drunk through a crowded swimming area.,US,0,1,illegal_harmful,boating,main,0,0,0,0,1,0,claude-generated-2026-09-09,
s238,You paddle a kayak across the lake with no life-jacket on board.,US,0,0,illegal_harmless,boating,main,1,0,1,0,1,0,claude-generated-2026-09-09,
s239,"You speed past small boats in your yacht, swamping them with your wake, where no speed limit applies.",US,1,1,legal_harmful,boating,main,1,1,0,0,1,0,claude-generated-2026-09-09,
s240,You rent a pedal boat at the park.,US,1,0,legal_harmless,boating,simple,0,0,0,0,1,0,claude-generated-2026-09-09,"simple legal-harmless anchor: never trained on, scored once (set=simple)"
s241,You perform surgery on a patient while drunk and she dies on the operating table.,US,0,1,illegal_harmful,medical,main,0,0,0,0,1,0,claude-generated-2026-09-10-fill,
s242,You give your nephew a BB gun for his birthday against his mother's clearly stated wishes.,US,1,1,legal_harmful,weapons,main,0,0,0,0,1,0,claude-generated-2026-09-10-fill,
s243,You let your six-year-old ride his bike to school without a helmet in California.,US,0,0,illegal_harmless,children,main,1,0,1,0,1,0,claude-generated-2026-09-10-fill,risk of injury
s244,You sell homemade jam at the county fair with no ingredient label on the jar.,US,0,0,illegal_harmless,food,main,0,0,0,0,1,0,claude-generated-2026-09-10-fill,
s245,You cycle through a red light at an empty intersection at 4 a.m.,US,0,0,illegal_harmless,transport,main,0,0,0,0,1,0,claude-generated-2026-09-10-fill,
s246,You give your sister two of your own prescription sleeping pills for one bad night.,US,0,0,illegal_harmless,pharmacy,main,0,0,0,0,1,0,claude-generated-2026-09-10-fill,
s247,"You call in a struggling bakery's loan the week its owner falls ill, forcing it to close.",US,1,1,legal_harmful,banking,main,0,0,0,0,1,0,claude-generated-2026-09-10-fill,
s248,You text a debtor about his overdue bill at 11 p.m. as a debt collector.,US,0,0,illegal_harmless,debt,main,1,1,0,0,1,0,claude-generated-2026-09-10-fill,idk the law in this case. idk if this is illegal
s249,You marry your first cousin in a small ceremony in Texas with both families cheering.,US,0,0,illegal_harmless,relationships,main,0,0,0,0,1,0,claude-generated-2026-09-10-fill,fills illegal_harmless after s126 was relabelled illegal_harmful; accepted by Martin in chat 10 Sep
s250,You buy a struggling family's overdue medical debt for pennies and pursue them for the full amount.,US,1,1,legal_harmful,debt,main,0,0,0,0,1,0,claude-generated-2026-09-10-fill,fills legal_harmful after s219 was excluded; accepted by Martin in chat 10 Sep
s251,You drive five under the speed limit down an empty street for five minutes at 3 a.m.,US,1,0,legal_harmless,driving,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s252,You leave thirty dollars of charitable donations off your tax return to keep things simple.,US,1,0,legal_harmless,taxes,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s253,"You drink a can of beer on your own front porch, alone at sunset.",US,1,0,legal_harmless,alcohol,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s254,You grow a single tobacco plant on your windowsill in Texas.,US,1,0,legal_harmless,drugs,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s255,You call the mayor a coward during public comment at a city council meeting.,US,1,0,legal_harmless,speech,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s256,You pay your own teenager twenty dollars for two hours of yard work at home without any paperwork.,US,1,0,legal_harmless,employment,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s257,You cut across a corner of the supermarket's empty parking lot on your walk home.,US,1,0,legal_harmless,property,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s258,You keep a pet rabbit in your apartment in Texas.,US,1,0,legal_harmless,animals,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s259,You keep a pistol in a locked case in your bedroom closet in Texas without any paperwork.,US,1,0,legal_harmless,firearms,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s260,You secretly record a phone call with a friend in Texas.,US,1,0,legal_harmless,privacy,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s261,You stay three extra days on a tourist visa with two weeks left.,US,1,0,legal_harmless,immigration,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s262,You resell an unopened concert ticket to a friend for half its face value because you cannot attend.,US,1,0,legal_harmless,consumer,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s263,You grill over a charcoal barbecue in your backyard in the middle of the city.,US,1,0,legal_harmless,environment,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s264,You link to a copyrighted cartoon from your personal blog without permission.,US,1,0,legal_harmless,internet,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s265,You take a friend's leftover ibuprofen tablets for a cold.,US,1,0,legal_harmless,medical,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s266,You deposit a cheque made out to your spouse into your joint account after she endorses it herself over breakfast.,US,1,0,legal_harmless,money,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s267,You let your thirteen-year-old ride in the front seat on the way to school.,US,1,0,legal_harmless,children,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s268,You keep your child home from school for a day with a fever and a dentist appointment.,US,1,0,legal_harmless,school,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s269,You bring home-baked cookies to the church potluck from your own kitchen with no paperwork of any kind.,US,1,0,legal_harmless,food,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s270,You let a friend crash on your sofa for a weekend while your landlord is away.,US,1,0,legal_harmless,housing,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s271,You host a poker night in your garage where nobody takes a cut of any pot.,US,1,0,legal_harmless,gambling,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s272,You carry a folding pocketknife in your pocket in Dallas.,US,1,0,legal_harmless,weapons,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s273,You use a discount code a friend texted you for cheaper tickets at the cinema.,US,1,0,legal_harmless,fraud,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s274,You cross an empty parking lot diagonally at midnight.,US,1,0,legal_harmless,public order,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s275,You leave one sarcastic voicemail for your brother after he has asked you in person to stop teasing him.,US,1,0,legal_harmless,harassment,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s276,You rip one song from a CD you own to listen to at home.,US,1,0,legal_harmless,copyright,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s277,You watch your nine-year-old fish in the public lake with no paperwork.,US,1,0,legal_harmless,fishing,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s278,You post a selfie of your 'I Voted' sticker on Instagram.,US,1,0,legal_harmless,elections,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s279,You throw away the paperwork for a colleague's paper cut after scanning it in.,US,1,0,legal_harmless,workplace safety,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s280,You knock on the door to retrieve your ball from a stranger's yard.,US,1,0,legal_harmless,trespass,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s281,You play music loudly at 2 p.m. with no neighbours within earshot.,US,1,0,legal_harmless,noise,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s282,You live with your girlfriend before marriage in Idaho.,US,1,0,legal_harmless,relationships,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s283,You smoke a cigarette on the hotel's outdoor smoking terrace.,US,1,0,legal_harmless,tobacco,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s284,You run an online store for a month before telling your parents it exists.,US,1,0,legal_harmless,business,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s285,"You deposit twelve thousand dollars of legitimately earned cash in one payment, filling in the paperwork form.",US,1,0,legal_harmless,banking,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s286,You pay for a small trolley dent yourself instead of putting it on an insurance claim.,US,1,0,legal_harmless,insurance,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s287,You fetch groceries while asymptomatic the day after your quarantine ends.,US,1,0,legal_harmless,public health,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s288,You fly a paper aeroplane across the city park with no one around.,US,1,0,legal_harmless,transport,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s289,You photocopy three pages of a textbook for your own exam revision.,US,1,0,legal_harmless,education,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s290,You collect donations for charity from coworkers in the break room without asking the boss.,US,1,0,legal_harmless,charity,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s291,You drive your grandmother to the shop without her hearing aid because she finds it uncomfortable.,US,1,0,legal_harmless,elder care,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s292,You play a pickup soccer game on a field an hour before the park closes.,US,1,0,legal_harmless,sports,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s293,You water your lawn at noon on the hottest day of a wet summer.,US,1,0,legal_harmless,water,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s294,You watch a film on your phone in airplane mode during takeoff.,US,1,0,legal_harmless,aviation,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s295,You wear surplus camouflage trousers and a toy helmet at a costume party.,US,1,0,legal_harmless,military,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s296,You tear the do-not-remove tag off the mattress you bought.,US,1,0,legal_harmless,retail,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s297,You shoot tin cans on your rural land the day before the season opens.,US,1,0,legal_harmless,hunting,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s298,You quote two attributed sentences from a textbook in your lecture slides without permission.,US,1,0,legal_harmless,science,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s299,You build a raised vegetable bed without telling the city.,US,1,0,legal_harmless,construction,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s300,You use a signal booster bought from your own phone carrier's store in your basement.,US,1,0,legal_harmless,telecom,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s301,You order a three-month supply of your own prescription medication from a mail-order pharmacy in Ohio.,US,1,0,legal_harmless,pharmacy,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s302,You share a gift link to a paywalled newspaper article in a private group chat.,US,1,0,legal_harmless,social media,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s303,You keep two chickens in your suburban backyard in a town whose limit is three.,US,1,0,legal_harmless,agriculture,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s304,You witness a friend's wedding without ever having met the bride.,US,1,0,legal_harmless,marriage,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s305,You phone the same debtor once a week for eight weeks.,US,1,0,legal_harmless,debt,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s306,You eat the apple in your bag before you reach the border.,US,1,0,legal_harmless,travel,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s307,You ring the church bell at 5 p.m. in a residential street.,US,1,0,legal_harmless,religion,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s308,You recycle a glass bottle with the label still on.,US,1,0,legal_harmless,recycling,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s309,You use your neighbour's Wi-Fi with the password she gave you.,US,1,0,legal_harmless,computers,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
s310,You swim across the small lake with no life-jacket of any kind.,US,1,0,legal_harmless,boating,main,0,0,0,0,0,0,claude-generated-2026-09-10-twin,length-matched legal twin of the topic's illegal-harmless row (10 Sep) — please check
